ID,Nombre,Precio,Descripción,SKU,URL Imagen
5851,FOAMTECH 1/4",271.35,"<p>Relleno para juntas de expansión, permite la sustitución de las juntas tradicionales impregnadas con asfalto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/imagen_2023-05-02_004550340.png
5849,LAMINA DE POLIETILENO CAL 600,9.50,"<p>Película plástica negra o transparente utilizada para proteger concreto recién colado de la lluvia y para aislar terracerías de las losas de concreto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/imagen_2023-05-01_233338818.png
5846,LAMINA DE POLIETILENO CAL 300,9.50,"<p>Película plástica negra o transparente utilizada para proteger concreto recién colado de la lluvia y para aislar terracerías de las losas de concreto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/imagen_2023-05-01_233338818.png
5843,NON WOVEN,1255.50,"<p>Membrana de refuerzo multidireccional para sistemas impermeables aplicados en frío, base solvente, base agua o sistemas acrílicos.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/imagen_2023-05-01_232856737.png
5839,MALLAFLEX,573.75,"<p>Membrana de refuerzo de poliéster para sistemas impermeables aplicados en frío, base solvente, base agua o sistemas acrílicos.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/imagen_2023-04-20_120646365.png
5829,GEOTEXTIL,7627.50,"<p>Membrana no tejida punzonada de compuestos de fibras cortas de poliéster para protección de rellenos sanitarios y terracerías.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/imagen_2023-04-20_120154326.png
5826,PRIMARIO ACRILBAU,648.00,"<p>Primario acrílico para potenciar la adherencia de impermeabilizantes acrílicos.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5822,CEMENCRIL,324.00,"<p>Cemento acrílico para sellar grietas en las losas antes de aplicar el sistema ACRILBAU.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5812,ACRILBAU,256.50,"<p>Impermeabilizante acrílico elastomérico para losas de concreto a la intemperie en superficies horizontales y verticales.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5810,AISLABAU,1309.50,"<p>Impermeabilizante acrílico y aislante térmico para zonas cálidas.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5805,VAPORBAU,300.00,"<p>Impermeabilizante asfáltico base solvente para charolas de baños, jardineras, cuartos de refrigeración y superficies bajo teja u otro recubrimiento.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5800,PRIMARIO BITUBAU,250.00,"<p>Primario asfáltico base agua para potenciar la adherencia de impermeabilizantes base agua, base solvente y prefabricados (BAUTECH ROOF).</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5796,HIDROBAU,1350.00,"<p>Primario asfáltico base solvente para potenciar la adherencia de impermeabilizantes base solvente y prefabricados (BAUTECH ROOF).</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5791,BITUCEMENT,290.00,"<p>Sellador asfáltico base solvente para sellado de grietas, calafateo de juntas y canalones.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5786,BITUBAU,180.00,"<p>Impermeabilizante asfáltico base agua para impermeabilizar techos, muros y cadenas de desplante.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5784,ENDUBAU “S” MINERAL “LPU”,500.00,"<p>Endurecedor mineral para superficies de concreto con tránsito liviano o moderado.</p>",,
5781,ENDUBAU “S” MINERAL,440.00,"<p>Endurecedor mineral para superficies de concreto con tránsito liviano o moderado.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/imagen_2023-04-20_010016548.png
5777,EXPANBAU “NM”,135.00,"<p>Estabilizador de volumen, grout no metálico, empleado como relleno de expansión controlada y de alta adherencia en la colocación de anclajes de maquinaria y estructuras metálicas.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/imagen_2023-04-20_005620056.png
5774,GROUTECH “AF”,420.00,"<p>Estabilizador de volumen, grout no metálico de alta fluidez, empleado como relleno de expansión controlada y de alta adherencia en la colocación de anclajes de maquinaria y estructuras metálicas.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/imagen_2023-04-20_005126943.png
5771,GROUTECH “AR”,500.00,"<p>Estabilizador de volumen, grout no metálico de alta resistencia, empleado como relleno de expansión controlada y de alta adherencia, utilizado en la colocación de anclajes de maquinaria y estructuras metálicas.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/imagen_2023-04-20_004948041.png
5767,MOLDUBAU «E-BB»,750.00,"<p>Desmoldante emulsionado de alto desempeño principalmente diseñado para romper la adherencia en piezas de concreto coladas sobre concreto y utilizado en cimbras de madera, plásticas y aluminio.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5761,MOLDUBAU «E»,550.00,"<p>Desmoldante emulsionado utilizado principalmente en cimbras metálicas o plásticas y aluminio.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5752,MOLDUBAU «LKS»,21900.00,"<p>Desmoldante base keroseno utilizado principalmente en casetones de fibra de vidrio o cimbras metálicas, de madera, aluminio y plásticas.</p>",,
5728,MOLDUBAU “LC”,1600.00,"<p>Desmoldante líquido a base de hidrocarburos de mayor rendimiento utilizado.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5715,CURAFILM,3747.00,"<p>Membrana protectora de humedad, reduce la evaporación de agua en concreto fresco expuesto a temperaturas altas o viento.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/membranasCurado-curafilm.jpg
5711,CURABAU QL,610.00,"<p>Membrana de curado base agua libre de grasas, utilizado en todo tipo de superficies de concreto, reduce la pérdida de agua por evaporación.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/membranasCurado-curabau-ql.jpg
5707,CURABAU E,610.00,"<p>Membrana de curado base agua utilizada en todo tipo de superficies de concreto como carreteras, túneles, muros y losas. Reduce la pérdida de agua por evaporación.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5703,MICROFIBERBAU,95.00,"<p>Fibra sintética fina, utilizada para reducir los agrietamientos por contracción plástica y mejora la resistencia al impacto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/impermeabilizantesFibras-microfiberbau.jpg
5677,IMPERTEX “R”,520.00,"<p>Impermeabilizante cementoso, utilizado en estructuras con presiones hidráulicas positivas o negativas, forma parte del sistema con el Impertex PH.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/impermeabilizantesFibras-impertex-r.jpg
5674,IMPERTEX “PH”,600.00,"<p>Impermeabilizante cementoso para concreto y mortero, utilizado en estructuras con altas presiones hidráulicas positivas o negativas.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/impermeabilizantesFibras-impertex-ph.jpg
5671,IMPERBAU “P”,120.00,"<p>Aditivo impermeabilizante integral en polvo para concreto y mortero, utilizado en estructuras en contacto con presión hidrostática.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/impermeabilizantesFibras-imperbau-p.jpg
5668,FIBERBAU,142.00,"<p>Fibra sintética, utilizada para reducir los agrietamientos por contracción plástica y mejora la resistencia al impacto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/impermeabilizantesFibras-fiberbau.jpg
5658,BAUPLUG,250.00,"<p>Aditivo de fraguado instantáneo, utilizado para obturar áreas con filtraciones de agua como cisternas, cimentaciones, albercas, muros, losas y tanques.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5653,DISPERBAU “M»,4150.00,"<p>Aditivo reductor de agua de medio rango en la preparación de concreto pre-mezclado, para diferentes climas.</p>",,
5650,SELLABAU “L”,530.00,"<p>Aditivo de fraguado instantáneo, utilizado para obturar áreas con filtraciones de agua como cisternas, cimentaciones, albercas, muros, losas y tanques.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-COTA.jpg
5647,LANZABAU “L”,585.00,"<p>Aditivo acelerante de fraguado para concreto lanzado por vía húmeda, usado en revestimiento de túneles, taludes, bóvedas, cámaras bajo tierra, etc.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5644,DISPERBAU “1322-M”,750.00,"<p>Aditivo reductor de agua de medio rango en la preparación de concreto pre-mezclado.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5641,DISPERBAU “RL”,550.00,"<p>Aditivo retardante de fraguado del concreto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5637,DISPERBAU “NL”,480.00,"<p>Aditivo reductor de agua y fluidizante para la fabricación de concreto, reduce cemento o aumenta el revenimiento.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5632,DISPERBAU “AL”,150.00,"<p>Aditivo acelerante de fraguado y resistencias tempranas de concreto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5629,BAUBLOCK,640.00,"<p>Aditivo para la fabricación de elementos vibro comprimidos como: block, bovedilla, adocreto y prefabricados cementosos de baja granulometria.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5615,ADHEBAU «E»,1200.00,"<p>Adhesivo para concreto, mortero, yeso, lechadas, pastas, pinturas y tiroles.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5609,ADHEBAU,100.00,"<p>Adhesivo de alto desempeño para concreto, mortero, yeso, lechadas, pastas, pinturas y tiroles.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5590,Capuchón de seguridad,3156.00,"<p>Capuchón para varilla. Implemento de seguridad contra accidentes para varilla de 3/8&#8243; a 1&#8243; ,3/8&#8243; a 3/4&#8243; y 1&#8243; a 1 1/2&#8243;</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/RD150-IMAGEN-1.jpg
5575,Banda de PVC negra ojillada,2200.00,"<p>Sello retenedor de agua con ojillos, negro de 25 ml, elaborado a base de cloruro de polivinilo en forma de cinta, con bulbo central y laterales estriados.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/BOJN4-3.jpg
5560,Tubo cimbra 3 mts redondo,140.00,"<p>Tubo cimbra de construcción, fabricado en carton de un solo uso de 3 metros de altura.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/Tubo-cimbra3-mts-redondo-DFAC.jpg
5551,Clip pinza mortero,600.00,"<p>Silleta fabricada en concreto en su parte inferior y con un cliptipo pinza hecho de polipropileno en su parte superior. para malla desde 3 mm hasta 1/4&#8243;, para recubrimiento de concreto, ideal para losas, zapatas, cimentaciones, entrepisos, trabes, para una carga maxima de 300 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SILLETA-CLIP-MORTERO2-2cm.jpg
5543,Silleta mortero,600.00,"<p>Silleta fabricada en concreto en su parte inferior y con un clip hecho de polipropileno en su parte superior. para malla desde 3 mm hasta 1/4&#8243;, para recubrimiento de concreto, ideal para losas, zapatas, cimentaciones, entrepisos, trabes, para una carga maxima de 300 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SILLETA-MORTERO-2-4cm.jpg
5535,Silletas de mortero,500.00,"<p>Silleta completamente hecha de mortero. para varilla de hasta 1&#8243; , para recubrimiento de concreto, ideal para losas, zapatas, cimentaciones, entrepisos, trabes, para una carga maxima de 300 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SILLETA-MORTERO2-5cm.jpg
5532,Cono para cimbra,2567.00,"<p>Funciona como tapon y alineador , en conjunto con un corte de tubo aloja y alinea los tensores de la cimbra, evitando derrames de concreto.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/C0020-2-IMAGEN-1.jpg
5528,Disco para pila,1012.00,"<p>Separador lateral utilizado en pilas pesadas de grandes dimensiones y en muros de milán o de contención, para recubrimiento de concreto y calibre de acero de hasta 5/8&#8243;.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/DP200-IMAGEN1-1.jpg
5525,Cruceta doble armado muro,1809.00,"<p>Separador lateral para muros de concreto de 10 cm con doble malla, para recubrimiento de concreto de 2.5 cm a cada lado de la malla, para una carga maxima de 150 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/cruceta-doble-armado-murao-DFAC.jpg
5514,Disco separador,1129.00,"<p>Disco para separar lateralmente el acero de refuerzo, para recubrimiento de concreto, ideal para acabados aparentes, para una carga maxima de 100 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/DS200-IMAGEN-1.jpg
5511,Silleta F,2151.00,"<p>Silleta multifuncional para varilla de hasta 3/4&#8243;, para recubrimiento de concreto de 2 y 2.5 cm, para todo tipo de losas, trabes, contratrabes, prefabricados, tilt-ups y post-tensados, para una carga maxima de 250 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SF100-IMAGEN-1.jpg
5507,Silleta flexible para malla,627.00,"<p>Silleta para malla de 4 a 10, para recubrimiento de concreto, para utilizarse sobre casetones de poliestireno, para una carga maxima de 300 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SFM060-IMAGEN-1.jpg
5503,Cilindro para malla,981.00,"<p>Separador para malla de 4 a 10, para recubrimiento de concreto para utilizarse sobre superficies suaves o poco compactadas, para una carga maxima de 250 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/CM060-IMAGEN-1.jpg
5497,Silleta de entrepiso para malla,868.00,"<p>Silleta para malla de 1 a 10, para recubrimiento de concreto, diseñado para losas de entrepiso y azotea, para una carga maxima de 150 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SME250-IMAGEN-1.jpg
5486,Silleta para malla,634.59,"<p>Silleta para malla de 1 a 10, para recubrimiento de concreto, ideal para losas de cimentación, para una carga máxima de 250 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SM100-IMAGEN-1.jpg
5473,Silleta de entrepiso,1351.00,"<p>Silleta para malla o varilla de hasta 1/2&#8243;, para recubrimiento de concreto, ideal para acabados aparentes, para una carga maxima de 250 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SE250-IMAGEN-1.jpg
5453,Silleta piramidal,1315.00,"<p>Silleta para malla o varilla de hasta 1/2&#8243;, para recubrimiento de concreto con amplia base que le proporciona gran estabilidad, para una carga maxima de 250 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SP450-1.jpg
5434,Silleta utilitaria uso pesado,1028.00,"<p>Silleta para varilla de hasta 1 1/2&#8243;, para recubrimiento de concreto para pisos, caminos y todo tipo de losas de concreto, para una carga maxima de 450 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/HD500-IMAGEN-1.jpg
5426,Silleta H de 4 puntos,1281.00,"<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Silleta para varilla de hasta 1 1/2\&quot;, para recubrimiento de concreto de 4 cm, especial para prefabricados, todo tipo de losas, trabes, contratrabes, tilt-ups y post-tensados, para una carga maxima de 275 kg.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14593,&quot;3&quot;:{&quot;1&quot;:0,&quot;3&quot;:1},&quot;11&quot;:4,&quot;14&quot;:{&quot;1&quot;:3,&quot;3&quot;:1},&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"">Silleta para varilla de hasta 1 1/2&#8243;, para recubrimiento de concreto de 4 cm, especial para prefabricados, todo tipo de losas, trabes, contratrabes, tilt-ups y post-tensados, para una carga maxima de 275 kg.</span></p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SH200-4-IMAGEN-1.jpg
5412,SILLETA H,911.00,"<p>Silleta para varilla desde 1 1/2&#8243; hasta 11 1/2&#8243;, para recubrimiento de concreto, para todo tipo de losas, trabes, contratrabes, prefabricados, tilt-ups y post-tensados, para una carga maxima de 450 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SH600-IMAGEN-1.jpg
5409,Cuña de acero,578.00,"<p>Cuña metálica para cimbra, elavorada con acero de alta resistencia, con capacidad de acuñe de 25mm y capacidad de carga de 1350 kg.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/03/CA01-IMAGEN-1.jpg
5367,Tirante tipo moño con rondana,581.00,"<p>Moño para cimbra con rondana de neopreno, elaborado con acero de alto carbón de 5.8 mm de diámetro, con capacidad de carga de 1,350 kg y resistencia máxima de 2,200 kg. COSTO POR ATADO.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/12/MONO-DE-20CM-CON-NEOPRENO.png
5325,Tirante tipo moño,531.00,"<p>Moño para cimbra, elaborado con acero de alto carbón de 5.8 mm de diámetro, con capacidad de carga de 1,350 kg y resistencia máxima de 2,200 kg. COSTO POR ATADO.</p>",,https://cimbrayaccesorios.com.mx/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-29-at-11.23.16-AM-2.jpeg
